Date;VALE3.SA;LREN3.SA;CMIG3.SA;OIBR4.SA;BBDC3.SA;ITSA4.SA;USIM5.SA;BRML3.SA;PETR3.SA;VIVT4.SA;ENBR3.SA;RADL3.SA
2018-02-09;42.0;;6.71999979019165;3.380000114440918;26.7726993560791;11.527299880981445;11.229999542236328;11.979999542236328;20.09000015258789;51.540000915527344;13.0;79.8499984741211
2018-02-14;44.5099983215332;;6.889999866485596;3.440000057220459;27.5757999420166;11.899999618530273;11.970000267028809;12.3100004196167;20.3799991607666;52.59000015258789;13.1899995803833;82.31999969482422
2018-02-15;45.95000076293945;;7.130000114440918;3.509999990463257;27.757600784301758;11.899999618530273;12.130000114440918;12.170000076293945;20.729999542236328;53.13999938964844;13.020000457763672;82.3499984741211
2018-02-16;46.029998779296875;;7.210000038146973;3.5;27.621200561523438;12.18179988861084;12.119999885559082;12.289999961853027;20.719999313354492;53.02000045776367;13.09000015258789;81.94999694824219
2018-02-19;46.45000076293945;;7.300000190734863;3.5;27.5757999420166;12.154500007629395;12.140000343322754;12.079999923706055;21.299999237060547;52.56999969482422;13.09000015258789;81.91000366210938
2018-02-20;45.5099983215332;;7.050000190734863;3.4700000286102295;28.242399215698242;12.645400047302246;12.100000381469727;12.0;21.68000030517578;52.439998626708984;13.399999618530273;82.25
2018-02-21;44.79999923706055;;7.039999961853027;3.549999952316284;28.78030014038086;12.86359977722168;12.149999618530273;12.180000305175781;21.440000534057617;51.86000061035156;13.4399995803833;81.9000015258789
2018-02-22;45.66999816894531;;7.150000095367432;3.5999999046325684;29.08329963684082;13.072699546813965;12.010000228881836;12.149999618530273;22.079999923706055;50.93000030517578;13.350000381469727;82.0
2018-02-23;46.08000183105469;;7.179999828338623;3.619999885559082;29.045499801635742;12.390899658203125;12.199999809265137;12.329999923706055;22.649999618530273;52.29999923706055;13.869999885559082;80.83999633789062
2018-02-26;47.400001525878906;;7.349999904632568;3.700000047683716;28.984800338745117;12.409099578857422;12.75;12.420000076293945;23.18000030517578;52.41999816894531;13.600000381469727;79.54000091552734
2018-02-27;47.33000183105469;;7.380000114440918;3.7300000190734863;28.787900924682617;12.245499610900879;12.649999618530273;12.069999694824219;23.1200008392334;51.540000915527344;13.670000076293945;77.36000061035156
2018-02-28;45.04999923706055;;7.340000152587891;3.799999952316284;27.901500701904297;11.927300453186035;12.319999694824219;11.930000305175781;23.149999618530273;50.650001525878906;13.300000190734863;77.73999786376953
2018-03-01;44.45000076293945;;7.260000228881836;3.7899999618530273;28.11359977722168;12.118200302124023;11.800000190734863;11.729999542236328;22.770000457763672;51.880001068115234;13.550000190734863;79.20999908447266
2018-03-02;43.75;;7.300000190734863;3.7200000286102295;28.43939971923828;12.218199729919434;11.34000015258789;11.779999732971191;23.18000030517578;51.630001068115234;13.829999923706055;79.0999984741211
2018-03-05;43.70000076293945;;7.230000019073486;3.680000066757202;28.8257999420166;12.545499801635742;11.140000343322754;11.819999694824219;23.84000015258789;52.45000076293945;13.819999694824219;78.30000305175781
2018-03-06;43.4900016784668;;7.25;3.75;29.128799438476562;12.490900039672852;11.600000381469727;11.710000038146973;23.68000030517578;51.95000076293945;13.640000343322754;77.19000244140625
2018-03-07;42.849998474121094;;7.369999885559082;3.690000057220459;28.21969985961914;12.454500198364258;11.270000457763672;11.720000267028809;23.360000610351562;52.279998779296875;13.59000015258789;79.68000030517578
2018-03-08;41.459999084472656;;7.639999866485596;3.759999990463257;27.765199661254883;12.372699737548828;11.029999732971191;11.720000267028809;23.389999389648438;52.310001373291016;13.569999694824219;78.80000305175781
